countrycode,seriescode,year,description
CHL_Libertador_Bernardo_O_Higgins_CL.CL_889_CHL007,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Los_Lagos_CL.LL_890_CHL008,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Coquimbo_CL.CO_888_CHL006,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Libertador_Bernardo_O_Higgins_CL.CL_889_CHL007,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Antofagasta_CL.AN_883_CHL001,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Araucania_CL.AR_884_CHL002,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Atacama_CL.AT_885_CHL003,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Aysen_Del_Gen.d.c_CL.AY_886_CHL004,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Araucania_CL.AR_884_CHL002,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL,SI.POV.NAHC,YR2003,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL,SI.POV.NAHC,YR2006,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL,SI.POV.NAHC,YR2009,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Antofagasta_CL.AN_883_CHL001,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Tarapaca_CL.TA_895_CHL013,SI.POV.NAHC,YR2009,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Tarapaca_CL.TA_895_CHL013,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Valparaiso_CL.VA_896_CHL014,SI.POV.NAHC,YR2006,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Valparaiso_CL.VA_896_CHL014,SI.POV.NAHC,YR2009,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Valparaiso_CL.VA_896_CHL014,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Tarapaca_CL.TA_895_CHL013,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Maule_CL.MU_892_CHL010,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Metropolitana_CL.ME_893_CHL011,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Magallanes_CL.MA_891_CHL009,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Maule_CL.MU_892_CHL010,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Magallanes_CL.MA_891_CHL009,SI.POV.NAHC,YR2000,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
CHL_Los_Lagos_CL.LL_890_CHL008,SI.POV.NAHC,YR2011,"Source: pobreza, desigualdad y grupos vulnerables - informe de política social 2013 | ministerio de desarrollo social"
MOZ,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Cabo_Delgado_MZ.CD_2112.1_MOZ001,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Cabo_Delgado_MZ.CD_2112.1_MOZ001,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Cabo_Delgado_MZ.CD_2112.1_MOZ001,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Gaza_MZ.GA_2113.1_MOZ002,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Gaza_MZ.GA_2113.1_MOZ002,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Gaza_MZ.GA_2113.1_MOZ002,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Inhambane_MZ.IN_2114.1_MOZ003,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Inhambane_MZ.IN_2114.1_MOZ003,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Inhambane_MZ.IN_2114.1_MOZ003,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Manica_MZ.MN_2115.1_MOZ004,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Manica_MZ.MN_2115.1_MOZ004,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Manica_MZ.MN_2115.1_MOZ004,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Maputo_City_MZ.MC_2117.1_MOZ006,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Maputo_City_MZ.MC_2117.1_MOZ006,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Maputo_City_MZ.MC_2117.1_MOZ006,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Maputo_MZ.MA_2116.1_MOZ005,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Maputo_MZ.MA_2116.1_MOZ005,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Maputo_MZ.MA_2116.1_MOZ005,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Nampula_MZ.NM_2118.1_MOZ007,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Nampula_MZ.NM_2118.1_MOZ007,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Nampula_MZ.NM_2118.1_MOZ007,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Niassa_MZ.NS_2119.1_MOZ008,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Niassa_MZ.NS_2119.1_MOZ008,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Niassa_MZ.NS_2119.1_MOZ008,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Sofala_MZ.SO_2120_MOZ009,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Sofala_MZ.SO_2120_MOZ009,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Sofala_MZ.SO_2120_MOZ009,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Tete_MZ.TE_2121_MOZ010,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Tete_MZ.TE_2121_MOZ010,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Tete_MZ.TE_2121_MOZ010,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Zambezia_MZ.ZA_2122_MOZ011,SI.POV.NAHC,YR1996,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Zambezia_MZ.ZA_2122_MOZ011,SI.POV.NAHC,YR2003,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
MOZ_Zambezia_MZ.ZA_2122_MOZ011,SI.POV.NAHC,YR2008,"Source: Poverty and Well-being in Mozambique: The Second National Assessment, March 2004"
NGA,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Abia_NG.AB_65698_NGA001,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Abia_NG.AB_65698_NGA001,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Adamawa_NG.AD_2211_NGA002,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Adamawa_NG.AD_2211_NGA002,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Akwa_Ibom_NG.AK_2212_NGA003,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Akwa_Ibom_NG.AK_2212_NGA003,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Anambra_NG.AN_2213_NGA004,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Anambra_NG.AN_2213_NGA004,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Bauchi_NG.BA_65699_NGA005,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Bauchi_NG.BA_65699_NGA005,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Bayelsa_NG.BY_65700_NGA006,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Bayelsa_NG.BY_65700_NGA006,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Benue_NG.BE_2215_NGA007,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Benue_NG.BE_2215_NGA007,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Borno_NG.BO_2216_NGA008,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Borno_NG.BO_2216_NGA008,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Cross_River_NG.CR_2217_NGA009,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Cross_River_NG.CR_2217_NGA009,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Delta_NG.DE_2218_NGA010,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Delta_NG.DE_2218_NGA010,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Ebonyi_NG.EB_65701_NGA011,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Ebonyi_NG.EB_65701_NGA011,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Edo_NG.ED_2219_NGA012,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Edo_NG.ED_2219_NGA012,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Ekiti_NG.EK_65702_NGA013,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Ekiti_NG.EK_65702_NGA013,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Enugu_NG.EN_65703_NGA014,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Enugu_NG.EN_65703_NGA014,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_FCT_Abuja_NG.FC_2221_NGA015,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_FCT_Abuja_NG.FC_2221_NGA015,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Gombe_NG.GO_65704_NGA016,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Gombe_NG.GO_65704_NGA016,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Imo_NG.IM_2222_NGA017,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Imo_NG.IM_2222_NGA017,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Jigawa_NG.JI_2223_NGA018,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Jigawa_NG.JI_2223_NGA018,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Kaduna_NG.KD_2224_NGA019,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Kaduna_NG.KD_2224_NGA019,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Kano_NG.KN_2225_NGA020,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Kano_NG.KN_2225_NGA020,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Katsina_NG.KT_2226_NGA021,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Katsina_NG.KT_2226_NGA021,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Kebbi_NG.KE_2227_NGA022,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Kebbi_NG.KE_2227_NGA022,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Kogi_NG.KO_2228_NGA023,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Kogi_NG.KO_2228_NGA023,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Kwara_NG.KW_2229_NGA024,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Kwara_NG.KW_2229_NGA024,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Lagos_NG.LA_2230_NGA025,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Lagos_NG.LA_2230_NGA025,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Nassarawa_NG.NA_65705_NGA026,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Nassarawa_NG.NA_65705_NGA026,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Niger_NG.NI_2231_NGA027,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Niger_NG.NI_2231_NGA027,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Ogun_NG.OG_2232_NGA028,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Ogun_NG.OG_2232_NGA028,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Ondo_NG.ON_65706_NGA029,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Ondo_NG.ON_65706_NGA029,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Osun_NG.OS_2234_NGA030,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Osun_NG.OS_2234_NGA030,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Oyo_NG.OY_2235_NGA031,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Oyo_NG.OY_2235_NGA031,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Plateau_NG.PL_65707_NGA032,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Plateau_NG.PL_65707_NGA032,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Rivers_NG.RI_65708_NGA033,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Rivers_NG.RI_65708_NGA033,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Sokoto_NG.SO_65709_NGA034,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Sokoto_NG.SO_65709_NGA034,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Taraba_NG.TA_2239_NGA035,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Taraba_NG.TA_2239_NGA035,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Yobe_NG.YO_2240_NGA036,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Yobe_NG.YO_2240_NGA036,SI.POV.NAHC,YR2010,Source: Poverty Assessment
NGA_Zamfara_NG.ZA_65710_NGA037,SI.POV.NAHC,YR2004,Source: Poverty Assessment
NGA_Zamfara_NG.ZA_65710_NGA037,SI.POV.NAHC,YR2010,Source: Poverty Assessment
LAO,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Attapu_LA.AT_1753_LAO001,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Attapu_LA.AT_1753_LAO001,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Attapu_LA.AT_1753_LAO001,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Bokeo_LA.BK_1754_LAO002,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Bokeo_LA.BK_1754_LAO002,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Bokeo_LA.BK_1754_LAO002,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Bolikhamsai_LA.BL_1755_LAO003,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Bolikhamsai_LA.BL_1755_LAO003,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Bolikhamsai_LA.BL_1755_LAO003,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Champasak_LA.CH_1756_LAO004,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Champasak_LA.CH_1756_LAO004,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Champasak_LA.CH_1756_LAO004,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Hou_Phan_LA.HO_1757_LAO005,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Hou_Phan_LA.HO_1757_LAO005,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Hou_Phan_LA.HO_1757_LAO005,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Khammouane_LA.KH_1758_LAO006,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Khammouane_LA.KH_1758_LAO006,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Khammouane_LA.KH_1758_LAO006,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Luang_Namtha_LA.LN_1760_LAO007,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Luang_Namtha_LA.LN_1760_LAO007,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Luang_Namtha_LA.LN_1760_LAO007,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Luang_Prabang_LA.LO_1759_LAO008,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Luang_Prabang_LA.LO_1759_LAO008,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Luang_Prabang_LA.LO_1759_LAO008,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Oudomxay_LA.OU_1761_LAO009,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Oudomxay_LA.OU_1761_LAO009,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Oudomxay_LA.OU_1761_LAO009,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Phongsaly_18700,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Phongsaly_18700,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Phongsaly_18700,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Saravane_18707,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Saravane_18707,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Saravane_18707,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Savannakhet_LA.SV_1764_LAO012,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Savannakhet_LA.SV_1764_LAO012,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Savannakhet_LA.SV_1764_LAO012,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Sekong_LA.SE_1764.5_LAO15,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Sekong_LA.SE_1764.5_LAO15,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Sekong_LA.SE_1764.5_LAO15,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Vientiane_capital_LA.VC_1768_LAO014,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Vientiane_LA.VI_74346_LAO021,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Vientiane_LA.VI_74346_LAO021,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Vientiane_LA.VI_74346_LAO021,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Xayabury_18731,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Xayabury_18731,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Xayabury_18731,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Xaysomboun_74348,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Xaysomboun_74348,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Xaysomboun_74348,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Xieng_Khouang_LA.XI_74347_LAO022,SI.POV.NAHC,YR2002,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Xieng_Khouang_LA.XI_74347_LAO022,SI.POV.NAHC,YR2008,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
LAO_Xieng_Khouang_LA.XI_74347_LAO022,SI.POV.NAHC,YR2013,"Source: Poverty in Lao PDR 2008, Ministry of Planning  and Investment, Department of Statistics, 2010"
NPL,SI.POV.NAHC,YR2010,"Source: Poverty in Nepal: A Report Based on Nepal Living Standard Survey 2010/11, Central Bureau of Statistics, 2011"
NPL_Central_NP.CE_2152_NPL001,SI.POV.NAHC,YR2010,"Source: Poverty in Nepal: A Report Based on Nepal Living Standard Survey 2010/11, Central Bureau of Statistics, 2011"
NPL_Eastern_NP.EA_2153_NPL002,SI.POV.NAHC,YR2010,"Source: Poverty in Nepal: A Report Based on Nepal Living Standard Survey 2010/11, Central Bureau of Statistics, 2011"
NPL_Far_Western_NP.FW_2154_NPL003,SI.POV.NAHC,YR2010,"Source: Poverty in Nepal: A Report Based on Nepal Living Standard Survey 2010/11, Central Bureau of Statistics, 2011"
NPL_Mid_Western_NP.MW_2155_NPL004,SI.POV.NAHC,YR2010,"Source: Poverty in Nepal: A Report Based on Nepal Living Standard Survey 2010/11, Central Bureau of Statistics, 2011"
